filename,ng_fg_ssim,ng_fg_psnr,ng_iou,ng_topo_q,ng_psnr,ng_ssim,ng_bytes,graph_n_components,graph_n_cycles,graph_n_junctions,graph_n_endpoints,graph_mean_degree,graph_complexity,n_nodes,n_edges,total_edge_length,mean_width_px,mean_curvature,delta_fg_ssim,delta_iou,total_time_ms,ng_n_components,ng_n_cycles,ng_euler_characteristic,ng_n_junctions,ng_n_endpoints,ng_mean_degree,ng_graph_complexity,ng_seg_beta_0,ng_seg_beta_1,graph_n_nodes,graph_n_edges,graph_n_sampled,graph_mean_edge_length,graph_mean_width,graph_total_edge_length,graph_mean_curvature,png_bytes,ng_vs_png,ng_vs_raw,image_shape,image_pixels,image_type,segmenter,n_points,n_structures,jpeg_quality,jpeg_bytes,jpeg_psnr,jpeg_ssim,jpeg_fg_psnr,jpeg_fg_ssim,jpeg_iou,jpeg_topo_q,jpeg_beta_0,jpeg_beta_1,jpeg_betti_preservation,webp_quality,webp_bytes,webp_psnr,webp_ssim,webp_fg_ssim,webp_fg_psnr,webp_topo_q,webp_iou,jp2_bytes,jp2_psnr,jp2_ssim,jp2_fg_ssim,jp2_fg_psnr,jp2_topo_q,jp2_iou,delta_fg_psnr,delta_topo_q,delta_psnr,delta_ssim,gt_available,stem
membrane_000.png,0.9656797737416681,29.298294924685745,0.34853399875233937,0.5275533783460926,23.3683386074803,0.4871686683426165,11301,31,143,331,153,2.1644640234948604,4.612903225806452,1362,1474,3263.407370668654,4.175543219332478,0.06283236594916466,-0.019143141189742807,0.0572080724086475,1113.2876873016357,31,143,-112,331,153,2.1644640234948604,4.612903225806452,31,5,1362,1474,878,2.2139805771157985,4.175543219332478,3263.407370668654,0.06283236594916466,43915,3.885939297407309,5.799132820104416,256x256,65536,sparse,Meijering,1362,31,82,11125,34.797978806802696,0.8302587533036407,34.51094357583278,0.9848229149314109,0.29132592634369187,0.2760629569260795,236,328,0.0,83,11228,37.66663010445028,0.9183237600995163,0.9926919807813773,37.44344366892188,0.24742339862618623,0.28995048390726985,249,28.340562926981793,0.6252892769957462,0.9650256891530787,28.89992356907513,0.9949075692073008,0.2758367046708349,-5.212648651147038,0.2514904214200131,-11.429640199322396,-0.3430900849610242,False,membrane_000
membrane_001.png,0.9592222291561587,28.649880152198087,0.4252012383900929,0.33006563867525684,22.131053694312616,0.43851261665216673,15269,27,267,588,211,2.2487046632124352,9.88888888888889,1930,2170,4734.202383361496,3.944353061265896,0.06439851944077916,-0.027706468665133266,0.07934059909625846,1350.1572608947754,27,267,-240,588,211,2.2487046632124352,9.88888888888889,27,11,1930,2170,1131,2.181660084498412,3.944353061265896,4734.202383361496,0.06439851944077916,44447,2.9109306437880673,4.292095094636191,256x256,65536,sparse,Meijering,1930,27,86,14782,35.266616662539995,0.8662013223762748,35.100311980056944,0.986928697821292,0.3458606392938344,0.25411348736179906,308,484,0.0,86,14224,39.24595164100899,0.9474729028716662,0.9950057245173082,39.206233043900234,0.2586328217882373,0.34658468119235397,246,27.474723734391677,0.5925634186032381,0.9555212734925879,28.04893460088421,0.9953921780700072,0.3277691797479549,-6.450431827858857,0.07595215131345778,-13.13556296822738,-0.42768870572410805,False,membrane_001
membrane_002.png,0.9639560820357036,28.584441208793457,0.43992843398710463,0.3816255859660157,22.301310637258215,0.4494920736023419,15196,32,277,619,234,2.25,8.65625,1960,2205,4823.11075094839,3.737794399443938,0.06249301728649892,-0.024420820798701337,0.09080236068285585,1362.6976013183594,32,277,-245,619,234,2.25,8.65625,32,14,1960,2205,1107,2.187351814489094,3.737794399443938,4823.11075094839,0.06249301728649892,44252,2.9120821268754935,4.312713872071598,256x256,65536,sparse,Meijering,1960,32,86,14548,35.420205704529494,0.8668960871779742,35.14511206038587,0.9883769028344049,0.3491260733042488,0.2785822926357868,257,481,0.0,87,14476,39.668430588005,0.9509427628925987,0.9958514698133593,39.554873495312386,0.2656682127254685,0.3495213180451965,250,27.728973053133736,0.6039373336960979,0.9629083766028056,28.550091992392144,0.9929870721674146,0.329470523864306,-6.560670851592413,0.10304329333022888,-13.118895067271279,-0.4174040135756323,False,membrane_002
membrane_003.png,0.9544478472033796,28.64257672766472,0.44553917021208533,0.34152326383941056,22.26569507846778,0.4492913458070791,15705,23,296,658,224,2.2719123505976095,12.869565217391305,2008,2281,5002.219744026169,3.9960167436485747,0.06639926790720517,-0.03207750111514096,0.08570403815503236,1346.9760417938232,23,296,-273,658,224,2.2719123505976095,12.869565217391305,23,11,2008,2281,1126,2.1929941885253084,3.9960167436485747,5002.219744026169,0.06639926790720517,44374,2.8254695956701688,4.172938554600446,256x256,65536,sparse,Meijering,2008,23,87,15464,35.642263606321315,0.876650112279985,35.45784746349057,0.9865253483185206,0.359835132057053,0.23787208267053928,323,525,0.0,87,15140,39.84266757458602,0.9543356674154261,0.995207522881863,39.667232976207885,0.2648585194083154,0.3601835605344851,247,26.990295146511283,0.5971704182545331,0.9502201970042828,27.294196774465146,0.9939032534344844,0.3270852858481724,-6.815270735825852,0.10365118116887129,-13.376568527853536,-0.42735876647290594,False,membrane_003
membrane_004.png,0.9527433722636387,29.004767953793163,0.4041983028137561,0.29511613640014,23.28939525914311,0.4705511722386338,14671,22,287,610,203,2.2844873859366612,13.045454545454545,1863,2128,4751.882677488529,4.196547558150238,0.06122830027926396,-0.03186925761337045,0.06487196740662482,1260.9498500823975,22,287,-265,610,203,2.2844873859366612,13.045454545454545,22,17,1863,2128,1050,2.233027574007799,4.196547558150238,4751.882677488529,0.06122830027926396,44103,3.0061345511553403,4.4670438279599205,256x256,65536,sparse,Meijering,1863,22,86,14349,35.54683536356802,0.8681143054816574,35.26228888580182,0.9846126298770091,0.3393263354071313,0.24553835854174977,297,470,0.0,86,13836,39.31483245403807,0.9462376252998351,0.9939505763614933,39.17643338104492,0.24908937843565937,0.3398705307148125,250,27.4588602638987,0.6117085354184233,0.9492178471855274,28.49065427297543,0.9987690880973266,0.3408506522610932,-6.25752093200866,0.04957777785839024,-12.257440104424912,-0.39756313324302356,False,membrane_004
membrane_005.png,0.9608804085055079,28.429581070096177,0.44701975759588247,0.31853234708023936,22.173693816523766,0.44601028919555574,16688,35,390,803,271,2.321703670140462,11.142857142857142,2207,2562,5514.911338050828,3.561036126830754,0.06256769981435571,-0.028836066194732002,0.08636174989697082,1407.867431640625,35,390,-355,803,271,2.321703670140462,11.142857142857142,35,26,2207,2562,1133,2.1525805378809,3.561036126830754,5514.911338050828,0.06256769981435571,44375,2.6590963566634707,3.9271332694151484,256x256,65536,sparse,Meijering,2207,35,88,16544,36.03587518063306,0.8895342029872029,35.81429422650534,0.9897164747002399,0.36065800769891165,0.24171554758509528,333,557,0.0,88,16020,40.628718413584146,0.9617717738111949,0.9964224015203126,40.43078711144218,0.2680080889813382,0.3599191068509848,246,26.167064964490258,0.5960596417946223,0.9554987184263534,26.450453758660455,0.9996711799771859,0.3421305952189957,-7.384713156409163,0.07681679949514408,-13.862181364109297,-0.44352391379164713,False,membrane_005
membrane_006.png,0.9586062215559986,28.759346423542524,0.4325197415649677,0.31428781678934536,22.770243023645893,0.46481694559317044,16390,28,349,741,235,2.2922166590805646,12.464285714285714,2197,2518,5669.232703392145,3.9035745062608855,0.06304009531801862,-0.028708178807183682,0.0753392079873324,1614.9828433990479,28,349,-321,741,235,2.2922166590805646,12.464285714285714,28,23,2197,2518,1221,2.251482408019141,3.9035745062608855,5669.232703392145,0.06304009531801862,44186,2.6959121415497256,3.998535692495424,256x256,65536,sparse,Meijering,2197,28,87,15306,35.75451142248228,0.8786603715199944,35.464774255423826,0.9873144003631823,0.3571805335776353,0.2768598634619386,289,528,0.0,88,15934,40.669343973454495,0.9613211838938939,0.9959987073566686,40.50199824103057,0.2574076013504202,0.35636987628352385,246,26.803163104148258,0.6013031046472596,0.9519382174787238,27.391562993422962,0.9998399461120905,0.36164576650140956,-6.705427831881302,0.03742795332740678,-12.984268398836388,-0.413843425926824,False,membrane_006
membrane_007.png,0.9561869581115199,28.8609154045052,0.4305406852248394,0.28723791432846235,23.311905977842198,0.47638129563878734,14818,25,281,615,215,2.269757639620653,11.24,1898,2154,4922.421849166176,4.036382449376696,0.0613558727105057,-0.02901678024110177,0.07376786144564618,1299.9045848846436,25,281,-256,615,215,2.269757639620653,11.24,25,13,1898,2154,1068,2.2852469123334456,4.036382449376696,4922.421849166176,0.0613558727105057,43997,2.9691591307868808,4.422729113240654,256x256,65536,sparse,Meijering,1898,25,86,14246,35.56353133448192,0.8680572492302845,35.26276997038377,0.9852037383526216,0.3567728237791932,0.24595655702041275,321,450,0.0,87,14566,39.85096098115195,0.9524813575706498,0.9947493299584058,39.61343491713113,0.27049556425386945,0.3549782309807516,246,26.32461186961391,0.610528975006155,0.9498370152522383,26.76181398906924,0.9988173528433845,0.34754511984758374,-6.401854565878573,0.041281357308049604,-12.251625356639725,-0.39167595359149715,False,membrane_007
membrane_008.png,0.9582277498042009,28.786417186241327,0.44269740237398936,0.30818836103294345,23.225140895255578,0.4754116775359323,14900,23,302,660,217,2.290625,13.130434782608695,1920,2199,4892.010085193339,3.869307289272547,0.06522886047237728,-0.02881850953235343,0.07652395630451952,1245.8868026733398,23,302,-279,660,217,2.290625,13.130434782608695,23,15,1920,2199,1043,2.2246521533394317,3.869307289272547,4892.010085193339,0.06522886047237728,43889,2.9455704697986578,4.398389261744966,256x256,65536,sparse,Meijering,1920,23,87,14891,35.871722394250945,0.877977765661127,35.533006206729524,0.9870462593365543,0.36617344606946983,0.26320282113532467,305,487,0.0,87,14606,39.849228190312644,0.9533741442430178,0.9948976374778108,39.50971888141951,0.26936857565214234,0.3652461069832323,246,26.768658541573146,0.609997660906578,0.951741713645288,26.801054491720837,0.9638471682459536,0.34236222070049965,-6.746589020488198,0.044985539897618776,-12.646581498995367,-0.4025660881251947,False,membrane_008
membrane_009.png,0.9600108961895647,29.118115845096057,0.4183823529411765,0.3367986845867732,23.618628463936922,0.4885593446513855,14834,25,303,658,221,2.2812341932220535,12.12,1977,2255,5179.381610138158,3.96693704516585,0.06458594207053492,-0.02676340321164339,0.07553996974751331,1406.9068431854248,25,303,-278,658,221,2.2812341932220535,12.12,25,12,1977,2255,1098,2.2968432860923373,3.96693704516585,5179.381610138158,0.06458594207053492,43980,2.9648105703114465,4.417958743427262,256x256,65536,sparse,Meijering,1977,25,86,14439,35.57378062303435,0.8722120600066174,35.34495083306745,0.9867742994012081,0.34284238319366317,0.30934157006369944,273,529,0.0,87,14546,39.70218462024005,0.9529112872230809,0.9950606525147679,39.43328314708011,0.3004839555006851,0.3419718793848973,247,26.383005371247762,0.599785190042913,0.9520324558630424,26.802774141107946,0.9162567744078041,0.31197799702253287,-6.226834987971394,0.027457114523073756,-11.95515215909743,-0.38365271535523193,False,membrane_009
